ID,RollNumber,Name,Age,Course,Address,PhoneNumber,FatherName,MotherName,Income,sem 1,sem 2,sem 3,sem 4,Semester Predicted GPA,Project1,Project2,Project3,Project4,Project1_Status,Project2_Status,Project3_Status,Project4_Status,Project Predicted GPA,Aptitude1,Aptitude2,Aptitude3,Aptitude4,Aptitude5,Aptitude6,Aptitude7,Aptitude8,Aptitude9,Aptitude10,Aptitude11,Aptitude12,Communication1,Communication2,Communication3,Communication4,Communication5,Communication6,Communication7,Communication8,Communication9,Communication10,Communication11,Communication12,LogicalTest1,LogicalTest2,LogicalTest3,LogicalTest4,LogicalTest5,LogicalTest6,LogicalTest7,LogicalTest8,LogicalTest9,LogicalTest10,LogicalTest11,LogicalTest12
187982e7-5448-4cc5-940c-eb22220a5e9f,8666,Joanne Randall,24,ECE,"72797 Hart Port Suite 626
Lake Carmenside, NM 73628",001-709-594-7610,Kevin Contreras,Donna Dillon,613647,2.04,0.46,4.59,1.22,5.15875,40,40,50,60,Late,On Time,Late,Late,67.99375,94,43,85,89,98,77,40,5,6,77,97,48,87,78,92,84,89,95,78,79,86,94,99,94,72,93,91,87,79,98,97,100,4,99,75,42
12fa2575-228c-41ec-92f4-5ebf98dad01e,8667,Regina Stone,20,CIVIL,"741 Hodge Coves Apt. 924
Luisview, AS 11433",587.241.1312x65208,Jason Roberson,Jennifer James,504377,1.28,9.75,7.04,6.04,6.8175,80,70,70,40,Late,On Time,On Time,On Time,72.6125,72,77,85,29,85,71,24,82,84,72,76,78,100,18,89,96,73,89,80,82,92,74,73,97,99,89,77,95,83,75,95,43,91,71,73,23
e77f7554-d80f-421f-bba3-27c8c24ce6a7,8668,Stephanie Williams,19,EEE,"3892 Ho Trace Apt. 026
North Kimberlyville, PR 73939",(365)262-1329,Gerald Phillips,Teresa Randolph DDS,778404,6.62,9.09,1.56,6.9,6.975,40,80,40,30,On Time,Late,Late,On Time,67.99375,89,84,6,78,85,42,73,89,96,18,81,75,41,71,81,77,44,91,44,17,75,2,75,41,84,78,42,72,97,92,96,93,99,81,80,87
dce3e0fc-d0b1-4f10-af0b-95d8ff3a364b,8669,Sandra Barajas,22,EEE,"1699 Morales Loaf Apt. 308
West Johnbury, OK 01182",(410)874-3833x5218,Douglas Spencer,Kelsey Coleman,288158,2.81,6.48,3.96,9.79,6.755,80,40,60,80,Late,Late,Late,Late,72.6125,80,87,81,34,23,95,80,89,72,83,87,84,95,71,97,88,98,87,96,80,10,83,86,92,85,94,84,76,84,72,6,77,75,41,21,89
8eff36bf-356b-4d73-b17b-b39a6738f53b,8670,Patty Mullins,20,MECH,"20545 Ray Heights
Roweshire, LA 72840",001-654-727-5924x64384,Mark Simpson,Laura Pham,925835,1.77,4.21,5.45,3.72,5.9075,40,70,40,70,Late,Late,Late,Late,67.40625,37,72,25,84,75,88,7,71,78,86,83,84,73,86,93,85,7,100,89,91,74,80,85,96,95,98,81,94,91,76,88,89,49,87,9,90
ab64b69a-892d-4ac7-bf7b-f8cc8b1930cf,8671,Robert Jones,20,ECE,"01513 Amy Walk Apt. 944
Christopherborough, NE 23184",625-339-0082,Jason Burnett,Erin Castillo,154668,1.14,4.69,5.91,3.08,5.689375,30,40,80,60,Late,On Time,On Time,Late,68.98125,88,83,90,77,93,98,90,89,2,75,96,80,87,92,34,100,45,94,84,75,100,89,94,82,22,1,73,48,84,89,72,91,98,79,82,14
01c1b821-dc63-419b-b0c9-95846cbae46e,8672,April Potter,22,CSE,"32429 Miller Path Apt. 041
North Joshua, OK 81447",001-935-420-3915,David Kidd,Chelsea Mejia,906849,3.21,9.36,2.12,0.39,5.9075,80,50,30,50,On Time,Late,Late,Late,68.98125,90,97,79,73,75,72,94,98,92,44,31,98,17,88,31,91,78,96,99,98,75,84,94,88,34,75,79,87,74,87,99,49,13,79,84,80
d24e62c4-bba1-411c-b171-9c01d62526f6,8673,Elizabeth Smith,20,CSBS,"004 Perez Highway
Petersfort, MS 49915",(705)931-6671,Mike Fisher,Karen Smith,875625,1.59,0.71,4.25,8.14,5.953125,60,50,30,70,Late,Late,On Time,Late,68.98125,88,89,79,83,81,93,82,94,77,3,98,72,12,97,12,77,89,95,78,91,96,74,25,84,86,90,89,81,72,84,91,94,79,71,91,12
03defd66-7d15-44ed-9b9a-8899b8176e2d,8674,Mr. Anthony Butler,23,AIDS,"0189 John Unions Suite 001
West Ericville, KY 68667",850.941.8749,Michael Lynch,Rebecca Simpson,693843,5.49,4.2,3.25,3.7,5.958125,80,50,70,50,On Time,On Time,On Time,Late,73.05,83,98,4,88,78,99,84,33,90,79,94,75,70,78,17,37,78,98,88,75,83,9,81,74,2,91,15,16,74,83,95,76,36,92,81,97
b3bfb20b-fc1a-436d-b150-8334de1b21c1,8675,Thomas Smith,20,MECH,"3760 Peter Union Suite 955
Thomaston, FM 21241",(289)413-9483,Charles Norton,Linda Livingston,968316,8.72,8.12,6.34,8.14,7.8675,70,50,60,80,Late,On Time,Late,Late,72.6125,11,78,71,15,73,72,88,92,74,95,95,99,82,28,90,76,100,78,90,20,72,6,81,100,74,92,77,89,99,100,40,88,91,89,40,88
8d440975-fed2-475d-941c-1e9dd35f3816,8676,John Gibson,20,ECE,"518 Alisha Parkway Suite 847
Chadfurt, VA 73644",7568942368,Gary Murphy,Kathleen French,609326,2.58,7.73,7.15,3.54,6.898125,60,40,30,80,On Time,On Time,On Time,On Time,68.98125,78,89,82,42,75,91,76,70,8,87,49,4,73,76,82,95,37,39,99,79,77,91,23,76,91,98,18,100,78,71,75,91,71,2,92,85
96892acf-fe70-44bf-8fdd-50e19df6a096,8677,Kelly Stewart,25,AIDS,"525 Oconnor Way Apt. 967
North Cheyennehaven, NJ 09709",+1-603-225-3886x7072,Joshua Taylor,Amanda Gonzalez,317696,0.21,3.3,5.26,5.82,5.953125,40,40,70,80,Late,Late,Late,On Time,67.33125,74,75,95,78,42,71,85,95,77,94,100,91,76,16,84,97,96,83,87,15,79,9,83,43,72,98,39,2,92,96,90,13,90,93,77,71
0c3db908-052a-411d-8fe0-936fd7ea1bd0,8678,Carla Robbins,24,AIDS,"407 Gonzalez Garden
Wilcoxton, IA 19406",679.893.5407,James Gomez,Jessica Thompson,976617,7.77,4.24,2.44,2.2,5.958125,60,70,70,60,Late,Late,On Time,Late,72.6125,87,34,22,21,87,88,86,36,96,97,22,73,98,76,42,79,84,10,89,90,89,76,86,37,73,73,21,79,90,80,91,89,73,29,6,78
e4fabba6-4d1d-4bba-bb2b-97682f1fe6a2,8679,Bruce Campbell,22,CSBS,"016 Diaz Vista
Lake Angelaborough, AS 33528",001-994-936-8180x3690,Rodney Johnson,Sara Harper,349054,5.52,5.88,6.59,0.71,6.54875,80,40,50,30,Late,On Time,Late,Late,61.00625,82,82,42,44,89,90,81,88,72,75,71,73,76,83,83,71,29,99,92,26,90,89,75,89,98,98,75,74,77,72,93,74,78,76,87,9
93b8d099-c5a9-4073-bbb5-70730027dbd7,8680,Jacob Johnston DDS,20,ECE,"408 Michael Centers Apt. 058
West Robert, NE 99342",768.260.4479,Jesus Bishop,Connie Thomas,547771,5.77,3.1,5.21,4.31,6.485625,70,50,30,50,On Time,On Time,On Time,On Time,61.00625,99,87,15,98,98,28,91,8,96,70,82,99,89,70,94,81,86,80,72,86,97,82,78,98,95,73,76,72,94,85,95,6,95,42,90,91
a2d1a4f8-b053-4f8b-807b-a07f8eeb2407,8681,Kristopher Terry,24,MECH,"7509 Johnson Harbor Apt. 715
Jimmyview, DE 77051",001-502-614-9239,George Ingram,Deborah Newman,587833,8.92,5.49,7.93,1.22,7.0975,60,30,40,30,Late,Late,On Time,On Time,56.29375,76,17,86,81,27,81,71,97,21,86,91,48,96,92,76,83,96,99,20,82,77,89,47,32,97,77,81,86,91,96,83,42,84,71,75,95
2471d75b-5361-46b5-b619-a84053d7c060,8682,Madison Coleman,19,AIDS,"4180 Jason Lodge Suite 947
Port Alisonshire, AL 59442",001-849-972-4365x8584,John Martinez,Latoya Steele,767033,1.17,3.44,5.88,7.01,5.686875,50,40,80,60,On Time,On Time,On Time,On Time,67.33125,97,100,99,87,75,87,95,99,97,84,84,73,82,24,26,87,72,3,12,40,96,81,24,96,91,96,94,79,99,94,70,37,72,94,46,82
0c4ed212-7eec-4819-804a-5b244927c479,8683,Donna Reeves,18,CIVIL,"584 Jacobs Oval Apt. 209
North Gabrielle, MH 25080",285.406.7861x86152,Kelly Pope,Dawn Johnson,581400,2.58,0.81,2.51,9.88,5.8825,80,60,80,80,On Time,Late,On Time,Late,75.68125,77,83,83,81,41,77,87,100,92,87,85,92,73,87,93,73,33,7,82,89,95,76,74,73,91,91,91,85,72,21,94,97,78,23,80,79
69c02282-3896-4e8a-a23c-a6594e80b88d,8684,Emily Ferguson,20,EEE,"7933 Eric Ports Suite 111
Aaronhaven, MP 12108",488-614-2508,Jose Howard,Rebecca Lutz,385488,1.34,5.08,0.76,7.19,5.38875,30,60,40,40,Late,On Time,On Time,Late,63.04375,73,74,90,83,76,81,81,79,12,85,94,82,81,76,31,11,71,94,89,22,89,76,85,93,87,73,83,89,81,9,13,90,84,94,94,70
e1e75b4a-10b5-484d-ae3d-75d3e9fe5aa0,8685,Michael Stevens,19,AIDS,"6714 Hebert Cliffs
North Leslieside, AZ 33901",9762240463,Jeffrey Casey,Brooke Serrano,806178,9.71,4.27,8.15,6.13,7.36375,30,80,70,70,Late,Late,On Time,On Time,73.05,17,90,84,78,98,26,97,86,90,37,86,43,35,42,78,84,20,47,84,77,87,72,81,92,90,94,73,98,95,79,28,71,92,72,87,87
36318cff-291d-44e1-8d71-b20f25a81c3f,8686,Robert Payne,21,CSBS,"6221 Gilbert Burg Suite 820
Turnermouth, KS 27933",968.437.4906x7227,Eric Brown,Sheri Payne,994108,1.22,0.69,9.88,7.48,6.58375,80,50,40,60,On Time,On Time,Late,On Time,67.33125,72,10,2,70,91,82,92,77,78,82,97,91,89,98,79,91,88,27,89,26,92,74,73,89,80,34,78,93,89,43,73,93,22,97,99,79
9cadd0d2-8c90-4a39-b742-9f24110d7f50,8687,Donna Stokes,24,MECH,"9614 Lauren Forges
Mccannville, AS 47242",942-369-0746,Alexander Parker,Tiffany Palmer,781921,3.89,1.65,5.86,5.13,6.11375,60,40,80,40,Late,On Time,On Time,On Time,67.40625,78,85,87,90,87,22,91,80,5,95,87,87,91,95,91,98,73,87,70,70,93,88,77,31,28,47,39,11,88,94,86,71,81,88,91,16
ebfa70fb-2223-4d50-ba4b-ad5ca8cfe4b9,8688,Donald Chandler,20,AIDS,"2401 Kristen Inlet
Christinamouth, SD 01735",001-777-830-7116x330,Daniel Vaughan,Kayla Howell,335284,2.42,0.74,1.8,3.78,5.15875,60,60,50,30,On Time,On Time,On Time,On Time,61.00625,16,85,94,92,98,97,91,88,74,48,87,90,2,91,91,83,99,79,77,4,35,93,73,96,86,71,79,74,93,6,82,98,99,77,98,72
8aaac956-eabf-4130-accf-853b0d1652b7,8689,Ryan Weaver,20,MECH,"9306 Boyd Common
Ebonyview, VT 35385",2057580438,Jamie Nguyen,Anna Frost,210575,7.76,7.65,7.94,7.74,8.069375,40,50,60,70,Late,Late,Late,On Time,67.40625,85,86,73,92,77,92,83,44,81,71,92,81,71,19,7,25,23,38,79,85,87,85,28,71,21,97,73,90,78,47,97,86,72,95,22,98
ec7b4e3e-edca-4771-a5b8-450156ac416e,8690,Thomas Bowman,24,EEE,"01715 Timothy Flats Suite 125
Burnsview, WY 70268",418.559.1221,Patrick Henry,Zoe Riggs DDS,301042,0.74,8.66,2.27,4.06,5.8825,60,80,30,60,On Time,Late,Late,On Time,67.33125,99,38,79,95,80,3,17,82,70,71,70,84,15,100,95,86,48,99,79,96,50,94,82,87,45,38,7,86,27,83,97,94,94,73,27,97
e5bf78ec-7957-46b0-8852-10b2012838e2,8691,Savannah Cox,18,EEE,"85353 Lisa Ville
Carpenterland, GU 02030",(503)368-6061x5712,Nicholas Mendez,Ashley Myers,250060,4.28,6.89,4.56,0.89,5.958125,30,70,50,30,Late,On Time,On Time,Late,56.01875,95,89,95,19,87,78,100,21,87,88,99,34,87,92,92,84,9,81,97,25,31,76,74,87,74,94,73,48,76,28,89,89,86,76,99,100
e1308e7a-e08f-413e-b1ef-d2c06ab2df81,8692,Ralph Hernandez,20,EEE,"92346 Jamie Island
Cassandraland, MS 24136",848-417-1365x031,David Evans,Sara Williams,744735,4.68,1.24,0.67,0.14,4.905625,50,30,70,80,On Time,Late,Late,On Time,67.33125,71,86,96,79,78,23,79,98,98,80,95,98,77,76,99,91,96,72,84,83,93,72,92,86,41,96,93,83,94,45,72,89,96,86,72,71
cd45822e-ec50-4658-8ec1-d3db496c5e03,8693,Timothy Jackson,23,AIDS,"USNV Lewis
FPO AA 48303",(760)669-7501,Daniel Young,Jessica Tran,503952,9.32,3.19,1.43,7.11,6.231875,50,30,50,80,Late,Late,Late,On Time,68.98125,75,88,75,90,92,74,82,95,41,75,70,78,22,94,76,88,91,72,48,94,94,96,71,73,72,2,89,24,11,83,100,89,96,74,98,72
16ec6f64-ef43-4ccb-bf69-f584c6177bd0,8694,Christina Johnson,25,CSBS,"265 Black Corners
Briggsland, NY 98540",001-733-941-4009x05008,Kenneth Gonzalez,Destiny Lopez,795417,5.08,7.43,0.38,0.74,5.729375,30,60,60,70,On Time,On Time,Late,On Time,67.40625,94,44,79,83,93,79,89,91,97,86,74,99,48,83,70,82,35,17,49,84,39,78,86,92,84,3,98,90,77,94,77,47,91,79,97,73
b63d38d5-cac1-40ef-86ce-9f84bdcdf1c8,8695,Kimberly Soto,18,EEE,"150 Pierce Branch Apt. 179
Jillview, CO 55472",521.512.0775x2377,Anthony Liu,Heidi Cabrera,423085,1.51,6.82,8.37,8.4,7.413125,80,80,30,30,On Time,On Time,On Time,On Time,67.40625,77,89,74,90,93,7,46,94,88,97,34,95,87,76,75,71,71,72,15,24,90,16,89,72,77,74,21,92,77,89,14,87,83,91,96,85
659db5d3-6356-4642-9d7c-cd7309ebb93f,8696,Adrian Reed,24,MECH,"213 Monroe Pass Suite 557
North Amber, VA 65861",+1-297-976-7044x98436,Robert Mccoy,Lacey Acosta,494074,2.98,5.84,7.61,4.5,6.310625,70,50,40,40,On Time,Late,On Time,On Time,61.00625,82,12,74,74,27,92,75,37,97,79,48,77,20,79,79,1,8,8,80,16,79,82,76,48,73,34,80,76,81,87,75,76,46,97,71,99
711522e6-ee5c-4492-bc90-6472ca9be431,8697,Mary Torres,23,ECE,"45997 Martin Falls
South Robertstad, AS 72645",001-909-641-4959,Brian Mitchell,Gail Edwards,899743,8.08,8.88,1,8.04,7.26125,50,60,40,60,Late,On Time,Late,On Time,68.98125,96,85,36,95,86,92,83,91,45,87,90,78,76,99,94,97,79,90,75,82,25,87,6,82,2,89,81,49,35,90,85,85,88,5,70,99
51543153-c3a8-4f36-9d30-073621b427a1,8698,Toni Gutierrez,20,AIDS,"PSC 1772, Box 3539
APO AE 54650",-9876,Andrew Thompson,Lori Baker,713869,0.8,1.37,3.5,9.41,5.9075,70,70,30,40,Late,On Time,On Time,On Time,68.98125,98,76,8,94,11,86,71,22,78,4,31,27,77,81,86,86,76,79,97,98,79,33,83,76,93,31,88,93,28,98,95,10,85,10,99,83
7b4ed326-d663-4d55-a0ab-b1a27685d1c9,8699,Mary White,23,ECE,"7814 Stephens Parks Suite 226
Port Matthew, AZ 49515",+1-749-600-9128x29286,Michael Mclean,Kara Hill,565257,7.3,3.4,4.06,0.11,5.689375,80,40,80,40,On Time,Late,On Time,On Time,63.475,78,38,76,75,99,98,73,80,75,81,29,83,36,86,88,73,32,75,74,93,73,81,86,99,74,75,33,35,10,88,94,86,83,26,99,79
1d353b64-9249-4dc3-a042-e4b1011fdd5c,8700,Edward Bell,18,AIDS,"58402 Philip Road
West Kellyberg, WI 82487",001-960-361-9092x13263,Matthew Hill,Elizabeth Gibson,868582,3.03,1.68,7,4.4,6.009375,40,40,50,50,Late,On Time,On Time,On Time,56.01875,82,43,38,37,72,25,75,73,2,86,90,97,81,95,72,39,42,82,74,82,97,78,99,19,80,82,92,19,77,94,71,93,92,91,97,79
aa2aa5b4-32dd-44f0-990a-be3c3d57b414,8701,Thomas Hodges,21,MECH,"708 Cruz Mews Apt. 059
Sandersmouth, RI 32543",(585)741-2821x8919,Richard Garcia,Anna Ortiz,514746,0.99,0.53,5.99,7.7,5.9075,40,30,50,50,On Time,Late,On Time,On Time,63.04375,91,77,83,91,29,96,81,74,86,14,78,94,10,27,71,99,99,100,92,74,78,89,70,45,95,21,81,88,72,73,95,34,72,73,28,87
b2422a54-6e80-4c06-87df-d52fdc0e3601,8702,Stephanie Mcfarland,19,CIVIL,"270 Moore Circles
Carolborough, NY 27609",001-915-753-5229x3211,Brent Johnson,Amy Donaldson,122774,9.13,8.64,2.28,0.47,6.76,40,70,80,50,Late,On Time,Late,Late,63.475,89,44,82,75,73,88,41,94,9,97,7,89,79,34,72,25,96,41,22,96,92,73,44,79,88,84,94,94,81,93,89,8,74,87,72,91
9eeadb0a-cd17-42ce-b7f2-602dc424961d,8703,Erin Stone,22,AIDS,"192 Acosta Ports
Port Christopher, SC 69901",832.512.0282,Hector Lopez,Elizabeth Wright,830346,8.21,7.04,6.34,5.73,7.394375,70,50,60,50,On Time,On Time,On Time,Late,67.33125,86,1,96,95,99,30,90,48,79,6,9,75,71,72,77,17,88,93,82,84,77,89,20,96,70,88,83,97,82,79,85,70,42,23,7,78
e8c6715c-dec1-431c-9d7c-865c8b55698c,8704,David Lewis,20,CSE,"5380 John Mount
Wagnerview, MN 76382",324-913-9986x904,Kenneth Garrett,Jessica Nelson,567212,6.98,5.17,2.67,6.28,5.425625,50,60,50,70,On Time,On Time,On Time,Late,67.33125,71,79,47,96,2,95,80,93,72,75,82,90,82,90,78,73,98,94,91,81,91,72,79,100,97,87,31,70,83,17,92,70,46,79,95,81
dc106402-edd5-499c-8cb5-0197a4c67257,8705,Ashley Suarez,25,MECH,"19010 Hunter Canyon
East Natalieshire, OR 06752",+1-830-261-0773x1408,Kenneth Clark,Kristin Garcia,417262,2.83,1.82,5.9,1.97,5.41,30,50,50,40,Late,Late,Late,On Time,63.04375,28,92,37,77,98,84,99,97,75,0,72,97,39,78,2,72,81,40,16,86,42,79,83,8,95,87,74,72,84,0,86,80,30,89,75,83
82812740-9464-4b53-b71d-2e7e1c2d28cf,8706,Lisa Moody,21,CIVIL,"PSC 2901, Box 7692
APO AP 93646",203.582.5586x9648,David Hamilton,Darlene Brown,557045,2.39,2.06,1.97,9.19,5.40875,80,30,50,40,Late,Late,On Time,On Time,61.00625,35,72,92,92,100,92,84,86,76,85,77,72,70,76,75,90,98,39,75,76,49,99,72,96,3,86,81,86,81,1,72,88,88,85,1,76
47d74ba4-09cc-44e8-954d-98027c3d7a8f,8707,Debra Santiago,19,ECE,"278 Albert Throughway
New Hunterland, DE 50157",001-930-973-8934x08753,Tyler Mcclain,Andrea Smith,822247,7.4,5.02,9.17,8.9,8.020625,50,50,70,70,Late,On Time,On Time,Late,63.475,83,38,84,87,91,89,75,47,94,73,83,73,87,85,93,87,93,86,70,71,82,86,83,93,89,22,82,38,89,96,99,7,88,71,15,75
b321d838-a761-4f0a-9b53-b7bd047b864f,8708,Amy Young,25,EEE,"Unit 0407 Box 3106
DPO AE 48143",660.375.4058,Mr. Brian Mckee II,Nicole Adkins,388641,5.36,5.25,6.93,8.58,7.048125,80,40,60,30,Late,On Time,On Time,Late,68.98125,97,82,85,50,80,77,88,79,91,85,92,81,96,84,81,71,73,70,17,95,96,83,76,85,80,85,89,72,71,0,93,42,85,73,93,72
aa1cd0a8-cc1c-4b65-9aa4-a6a47324a7bc,8709,Linda Houston,20,CIVIL,"67760 Rachel Loaf Apt. 510
Reedside, DC 39990",625-632-0634,Stephen Frost,Andrea Myers,901458,6.44,1.34,0.3,4.5,5.41,30,30,40,30,On Time,Late,Late,On Time,54.1,23,95,78,75,29,76,98,98,94,75,82,73,18,99,94,79,71,86,74,89,87,79,43,75,97,84,82,86,76,32,81,85,90,95,49,80
731b47bd-efc2-4972-9fd8-5a19121672cd,8710,Shaun May,23,CSBS,"817 Matthew Turnpike Apt. 112
Nicolestad, PW 14273",+1-829-411-2200x443,Jordan Gibson,Amanda Park,189333,2.97,5.07,3.97,7.44,6.459375,70,60,60,60,Late,On Time,Late,Late,73.05,86,5,77,92,11,70,84,76,15,74,49,84,86,29,79,8,100,99,83,81,97,84,96,81,8,71,90,18,84,98,74,100,85,91,46,95
802ad532-d174-40c8-83d1-e03b788cb548,8711,Jessica Bates,22,MECH,"50490 Johnson Falls
Port Lisamouth, MO 51921",293-766-7303,Willie Ortiz,Rebecca Williams,57148,9.27,1.88,5.42,6.91,6.093125,50,50,70,40,Late,On Time,Late,On Time,68.98125,14,82,86,87,93,43,97,40,74,87,92,81,84,89,78,85,77,96,75,71,80,85,78,11,92,99,81,85,84,77,13,79,7,26,97,97
0e711751-360e-4131-9233-8c00870c39fd,8712,Anthony Brewer,18,AIDS,"USCGC Archer
FPO AP 99234",626-468-2604,Timothy Johnson,Amber Merritt,521798,0.51,2.3,8.52,4.52,6.049375,70,50,80,30,On Time,Late,Late,On Time,67.33125,81,92,83,89,79,90,100,86,77,79,83,49,92,45,77,43,100,10,94,98,96,89,77,95,72,19,87,93,76,87,90,71,45,74,89,75
906a3ce8-4796-49b7-9379-3d3a0c79c701,8713,Sarah Nixon,23,CIVIL,"63353 Amanda Glen Apt. 193
Wilcoxhaven, NC 03744",001-708-725-7386x50496,Justin Blair,Maria Waters,890900,8.61,5.86,5.29,6.76,7.566875,50,60,60,50,Late,On Time,Late,Late,67.40625,86,84,13,92,85,79,72,97,74,86,15,100,80,22,23,99,96,76,75,96,97,77,87,10,35,93,83,28,94,76,76,99,85,98,80,11
559ed7a2-07a8-4e92-a583-14d080b1a9bd,8714,Desiree Martinez,18,CIVIL,"5884 Mack Park
Lake Samantha, NY 52988",(640)808-3265,Michael Sandoval,Karen Mills,832243,1.6,7.85,9.53,6.6,7.0025,80,40,40,60,Late,On Time,On Time,On Time,67.40625,92,75,28,83,85,81,2,97,91,96,73,7,72,20,88,37,76,82,95,71,30,94,34,77,97,71,91,35,71,72,77,6,34,99,88,6
7f12f126-eca0-45fc-894b-7e72ec535230,8715,Danny Jones,23,CIVIL,"USNS Mitchell
FPO AE 83106",252.248.9581x5280,Michael Moore,Kristen Graham,962023,4.59,0.42,2.38,7.19,5.953125,70,60,50,70,On Time,On Time,Late,On Time,73.05,89,76,73,10,81,87,92,97,30,76,86,48,93,81,83,81,79,73,71,90,75,97,78,9,88,81,87,91,89,87,81,82,91,18,95,74
c412e34a-1276-4ee4-a9ac-afc01b69fdee,8716,Russell Flores,20,MECH,"3794 Tyler Isle
Justinport, VI 04983",299.835.0808,Mitchell Johnson,Jessica Shepard,884461,3.09,9.23,6.18,6.48,6.52875,50,70,60,80,On Time,Late,Late,On Time,72.6125,72,83,28,84,91,73,98,75,74,84,83,97,81,14,81,97,87,87,73,7,84,73,81,77,78,82,90,90,72,97,91,22,77,74,80,82
43a95c2b-932d-4f13-bc38-1c27ad784c1f,8717,Nathan Stewart,18,EEE,"54017 Joanne Meadows
North Cheyenneland, AK 79439",+1-859-506-2445x16057,Joshua Davidson,Allison Fernandez,271175,2.63,1.39,2.67,6.59,5.729375,40,60,60,80,On Time,On Time,On Time,Late,63.475,9,15,73,85,38,80,76,88,74,84,89,22,85,7,82,96,96,94,93,93,78,86,81,92,85,72,83,91,80,75,82,35,85,73,97,86
f751c848-c3a4-424b-ac36-06d6022e70fb,8718,Robert Anthony,24,ECE,"544 Kristina Forks
Smithfurt, GA 83538",398.979.0266x432,Joseph Caldwell,Marissa Fisher,476921,6.79,3.12,2.65,8.67,6.661875,30,70,70,60,On Time,Late,On Time,On Time,67.33125,85,33,88,86,77,17,96,71,84,99,86,95,16,90,78,95,84,96,88,81,76,90,98,80,78,72,82,99,94,95,8,87,81,9,38,91
2ace0493-c5e9-4eba-b13a-087f4eb8bd69,8719,Edward Torres,20,EEE,"49312 Donald Points
Lake Theresaside, AZ 19204",955.414.9581,Roberto Graham,Lisa Phillips,146492,5.37,8.31,2.03,4.6,6.49375,70,30,60,80,Late,Late,On Time,On Time,63.475,79,74,93,86,85,74,45,78,5,81,86,98,81,91,78,93,85,8,98,97,99,18,89,87,86,83,99,80,75,90,75,11,47,97,78,81
48dc0cca-8c7c-4f0e-8529-7982e19bc28f,8720,Sierra Garner,23,CIVIL,"9667 Vargas Row Apt. 318
Brownville, PR 88091",291.282.7204,Brian Mathis,Andrea Ball,79637,5.64,9.2,5.58,2.45,6.4625,80,30,70,50,Late,Late,Late,Late,67.33125,23,43,87,71,24,92,75,99,43,89,26,94,36,74,95,80,89,75,12,100,72,87,80,70,81,88,92,22,94,88,82,37,80,11,9,9
3092a72d-0a5e-4572-8de4-d7caf76e9fb7,8721,Joel Payne,22,ECE,"24148 Robert Track
Richardshire, TN 33968",(463)734-6288x10828,Randy Burns,Kimberly Robinson,157045,4.43,2.51,7.13,6.57,6.13375,80,70,50,60,On Time,On Time,Late,On Time,72.6125,83,80,91,6,96,99,85,93,90,74,46,99,83,88,11,95,84,70,95,74,79,80,79,92,97,91,77,97,82,90,81,71,74,72,72,71
ec4f7125-07f3-4e3c-9d22-0182375fd9b0,8722,Ryan Lane,18,CSBS,"9397 Ross Isle
Mariahfurt, MP 23268",353-703-5302x002,Omar Oneal,Daisy Sandoval,195237,6.43,6.27,8.01,6.37,7.404375,80,80,60,80,Late,Late,Late,On Time,75.68125,10,36,75,28,72,78,8,94,97,77,88,85,90,95,86,90,9,6,9,86,89,75,77,88,4,27,71,70,49,84,9,99,47,81,74,98
a979e717-288c-4f40-a8a0-25a0a032bf7e,8723,Becky Hill,19,EEE,"66225 Osborne Mall
South Ericberg, AZ 39762",609-703-3134,Kenneth Barron,Megan Welch,368707,5.69,7.41,8.48,8.35,7.98875,30,80,40,40,Late,Late,Late,On Time,67.99375,80,96,35,77,73,71,75,30,5,86,17,76,77,35,99,82,79,74,79,39,93,78,70,81,90,26,81,76,80,88,78,71,99,91,74,18
b91378fe-8e06-448e-b5d8-5b67f8c8afbb,8724,Mr. Timothy Mayer,23,ECE,"657 Mary Haven Suite 361
Lake Dustin, GA 06407",(967)281-9868,Richard Huynh,Robin Newman,96329,3.47,6.43,8.75,8.55,7.58125,60,33,60,80,Late,Late,On Time,On Time,68.15625,91,70,72,71,48,81,98,34,72,89,28,96,94,79,76,91,26,81,83,99,80,89,83,98,28,94,74,88,90,95,77,7,92,71,96,93
936e4e7f-b35c-4869-91eb-d02d8ef72497,8725,Joseph Jarvis,25,MECH,"2588 Gina Overpass Suite 511
Wadeberg, FM 01729",384.863.1402,Joseph Elliott,Catherine Ware,846096,7.55,2.18,4.18,1.44,5.858125,70,60,40,70,Late,Late,On Time,Late,63.475,8,27,72,96,83,73,82,95,98,76,72,95,23,3,93,77,100,45,78,89,46,99,40,74,98,79,92,85,99,3,92,87,100,15,91,84
8c5d7a07-3f7b-477f-84ea-fda81f9ee6fe,8726,Travis Lee,21,MECH,"110 Barbara Trace Apt. 331
Zhangborough, WA 11343",555.669.0834,Derrick Palmer,Courtney Wolfe,384690,6.35,8.45,5.94,0.8,6.963125,70,50,40,40,On Time,On Time,Late,Late,61.00625,94,99,81,88,84,99,76,15,99,72,90,86,97,8,78,81,77,10,88,34,91,83,92,89,89,85,89,78,15,84,78,88,90,1,75,13
